##Cultures##
fire_nation_culture;Fire;Feu;Fire;;Fire;;;;;;;;;x
earth_kingdom_culture;Earth;Terre;Earth;;Earth;;;;;;;;;x
air_nomad_culture;Air;Air;Air;;Air;;;;;;;;;x
water_tribe_culture;Water;Eau;Water;;Water;;;;;;;;;x
republic_city_culture;Republican;Républicain;Republican;;Republican;;;;;;;;;x
spirit_culture;Spirit;Esprit;Spirit;;Spirit;;;;;;;;;x
barbarians;Barbarian;Terre;Earth;;Earth;;;;;;;;;x
dragon;Dragon;Nation de Feu;Fire Nation;;Fire Nation;;;;;;;;;x
fire_nation;Fire Nation;Nation de Feu;Fire Nation;;Fire Nation;;;;;;;;;x
colonial;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
sun_warrior;Sun Warrior;Guerrier du Soleil;Sun Warrior;;Sun Warrior;;;;;;;;;x
northern_earth;Northern Earth;Royaume de la Terre du Nord;Northern Earth Kingdom;;Northern Earth Kingdom;;;;;;;;;x
ba_sing_se;Ba Sing Se;Ba Sing Se;Ba Sing Se;;Ba Sing Se;;;;;;;;;x
southern_earth;Southern Earth;Royaume de la Terre du Sud;Southern Earth Kingdom;;Southern Earth Kingdom;;;;;;;;;x
sandbender;Sandbender Tribe;Tribus de Maîtres du Sable;Sandbender Tribe;;Sandbender Tribe;;;;;;;;;x
earth_islander;Earth Islander;îles du Royaume de la Terre;Earth Kingdom Islander;;Earth Kingdom Islander;;;;;;;;;x
eastern_air_nomad;Eastern Air;Nomade de l'Air du Est;Eastern Air Nomad;;Eastern Air Nomad;;;;;;;;;x
western_air_nomad;Western Air;Nomade de l'Air du Ouest;Western Air Nomad;;Western Air Nomad;;;;;;;;;x
northern_air_nomad;Northern Air;Nomade de l'Air du Nord;Northern Air Nomad;;Northern Air Nomad;;;;;;;;;x
southern_air_nomad;Southern Air;Nomade de l'Air du Sud;Southern Air Nomad;;Southern Air Nomad;;;;;;;;;x
air_acolytes;Air Acolytes;Acolytes d'Air;Air Acolytes;;Air Acolytes;;;;;;;;;x
new_air_nation;New Air Nation;Nouveau Nation de l'Air;New Air Nation;;New Air Nation;;;;;;;;;x
northern_water;Northern Water;Tribu d'Eau du Nord;Northern Water Tribe;;Northern Water Tribe;;;;;;;;;x
southern_water;Southern Water;Tribu d'Eau du Sud;Southern Water Tribe;;Southern Water Tribe;;;;;;;;;x
foggy_swamp;Foggy Swamp;Tribu de le Marais;Foggy Swamp Tribe;;Foggy Swamp Tribe;;;;;;;;;x
republic_city;Republican;Républicain;Republican;;Republican;;;;;;;;;x
spirit;Spirit;Esprit;Spirit;;Spirit;;;;;;;;;x
outlaw_culture;Outlaw;Criminel;Outlaw;;Outlaw;;;;;;;;;x
pirate;Pirate;Pirate;Pirate;;Pirate;;;;;;;;;x
southern_raider;Southern Raider;Cuirassés du Sud;Southern Raider;;Southern Raider;;;;;;;;;x
fire_islander;Fire Islander;îles du Nation de Feu;Fire Nation Islander;;Fire Nation Islander;;;;;;;;;x
eastern_earth;Eastern Earth;Royaume de la Terre du Est;Eastern Earth Kingdom;;Eastern Earth Kingdom;;;;;;;;;x
western_earth;Western Earth;Royaume de la Terre du Ouest;Western Earth Kingdom;;Western Earth Kingdom;;;;;;;;;x
metal_clan;Metal Clan;Clan de Métal;Metal Clan;;Metal Clan;;;;;;;;;x
fire_nation_culture_modifier;Fire Nation Traditions;Feu;Fire;;Fire;;;;;;;;;x
southern_raider_culture_modifier;Southern Raider Traditions;Feu;Fire;;Fire;;;;;;;;;x
fire_islander_culture_modifier;Fire Islander Traditions;Feu;Fire;;Fire;;;;;;;;;x
barbarian_culture_modifier;Barbarian Traditions;Terre;Earth;;Earth;;;;;;;;;x
colonial_culture_modifier;Colonial Traditions;Feu;Fire;;Fire;;;;;;;;;x
sun_warrior_culture_modifier;Sun Warrior Traditions;Tradition du Guerrier Du Soleil;Fire;;Fire;;;;;;;;;x
earth_kingdom_culture_modifier;Earth Kingdom Traditions;Tradition du Terre;Earth;;Earth;;;;;;;;;x
earth_islander_culture_modifier;Earth Islander Traditions;Terre;Earth;;Earth;;;;;;;;;x
ba_sing_se_culture_modifier;Ba Sing Se Traditions;Terre;Earth;;Earth;;;;;;;;;x
sandbender_culture_modifier;Sandbender Traditions;Terre;Earth;;Earth;;;;;;;;;x
air_nomad_culture_modifier;Air Nomad Traditions;Air;Air;;Air;;;;;;;;;x
air_nation_culture_modifier;Air Nation Traditions;Air;Air;;Air;;;;;;;;;x
northern_water_tribe_culture_modifier;Northern Water Tribe Traditions;Eau;Water;;Water;;;;;;;;;x
southern_water_tribe_culture_modifier;Southern Water Tribe Traditions;Eau;Water;;Water;;;;;;;;;x
swamp_tribe_culture_modifier;Swamp Tribe Traditions;Eau;Water;;Water;;;;;;;;;x
republic_city_culture_modifier;Republic Traditions;Républicain;Republican;;Republican;;;;;;;;;x
metal_clan_culture_modifier;Metal Clan Traditions;Républicain;Republican;;Republican;;;;;;;;;x
pirate_culture_modifier;Pirate Traditions;Criminel;Outlaw;;Outlaw;;;;;;;;;x
colonial_fire_water;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_fire_air;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_earth_fire;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_earth_water;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_earth_air;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_water_air;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_water_fire;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_water_earth;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_air_water;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_air_fire;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
colonial_air_earth;Colonial;Colonial;Colonial;;Colonial;;;;;;;;;x
northern_water_urban;Northern Water;Tribu d'Eau du Nord;Northern Water Tribe;;Northern Water Tribe;;;;;;;;;x
