#Traits
warlord_of_chin;Warlord of Chin;;;;;;;;;;;x
warlord_of_chin_desc;This character is a Warlord following in the mighty footsteps of Chin the Conqueror, the noble emperor murdered in cold blood by Avatar Kyoshi! Warlords of Chin generate yearly Propaganda, which will periodically convert provinces in their realms to the Way of Chin, or lose provinces to the Followers of Kyoshi if the warlord is weak. The amount of Propaganda generated depends on §YMartial§!, §YBloodlines§!, and the §YMoral Authority§! of the Way of Chin. This character is currently generating §Y[Root.propaganda_yearly.GetValue]§! Propaganda per year, and has §Y[Root.propaganda.GetValue]§! Propaganda. Their next county gain is at §Y[Root.propaganda_next_gain.GetValue]§! and next county loss is at §Y[Root.propaganda_next_loss.GetValue]§!.;;;;;;;;;;;x

#Events
become_warlord_of_chin;Now risen to power, you heed a righteous call -- to re-unify the lands once ruled by Chin, and become the rightful successor to his glorious empire!;;;;;;;;;;;x
become_warlord_of_chin_option;I will unite the world!;;;;;;;;;;;x

#Tooltips
gain_war_propaganda;Gain §G20§! §YPropaganda§!.;;;;;;;;;;;x
lose_war_propaganda_small;Lose §R30§! §YPropaganda§!.;;;;;;;;;;;x
lose_war_propaganda_large;Lose §R50§! §YPropaganda§!.;;;;;;;;;;;x

#MA modifiers
embraced_kyoshi;Provinces Embracing Kyoshi;;;;;;;;;;;x
embraced_chin;Provinces Embracing Chin;;;;;;;;;;;x
chin_propaganda;Effective Propaganda;;;;;;;;;;;x
