
#Casus Bellis

CB_BARBARIAN_KIDNAPPING;Barbaric Kidnapping;;;;;;;;;;;x
WAR_NAME_BARBARIAN_KIDNAPPING;Raid to Kidnap Waterbenders;;;;;;;;;;;x
barbaric_kidnapping_desc;Kidnap waterbenders serving in the target's court. They can be ransomed, or executed to embolden our Barbaric faith!;;;;;;;;;;;x
barbaric_kidnapping_must_have_waterbenders;Must have at least one §YWaterbender§! in their court.;;;;;;;;;;;x
barbarian_kidnapping_success;§Y[Root.GetBestName]§!: Up to three §YWaterbenders§! from the target's court will be taken as prisoners.;;;;;;;;;;;x

CB_BARBARIAN_VENDETTA;Barbaric Vendetta: [Title.GetBaseName];;;;;;;;;;;x
WAR_NAME_BARBARIAN_VENDETTA;War to Retake Stolen Lands;;;;;;;;;;;x
barbaric_vendetta_desc;The Northern Water Tribe have breached our coasts, and taken our lands! Drive the invaders out!;;;;;;;;;;;x
barbaric_vendetta_holy_war_desc;The righteous will crush their enemies! Fight the Waterbenders, wherever they may hide!;;;;;;;;;;;x
barbarian_vendetta_success;§Y[Root.GetBestName]§!: Up to two §YWaterbenders§! from the target's court will be taken as prisoners.;;;;;;;;;;;x

CB_NAME_BARBARIAN_COUNTY_CONQUEST;New Path Conquest: [Title.GetBaseName];;;;;;;;;;;x
WAR_NAME_BARBARIAN_COUNTY_CONQUEST;War to Claim New Land;;;;;;;;;;;x;
barbarian_county_conquest_desc;Looking to new horizons, the people of the northern Earth Kingdom may seize the land of any nearby foe.;;;;;;;;;;;x;

# Tooltips

can_use_barbarian_vendetta;Can use §RBarbarian Vendetta§! Casus Belli, which lets you conquer counties owned by §YWaterbenders§! in the northern Earth Kingdom.;;;;;;;;;;;x
free_barbarian_shipyards;All Barbarism counties get a boost to §YShipbuilding§! tech, and get a free Shipyard in each holding.;;;;;;;;;;;x
barbarian_all_counties_culture_flip;The culture of §Y25%§! of the counties you control becomes §YBarbarian.§!;;;;;;;;;;;x
barbarian_all_counties_religion_flip;The religion of §Y25%§! of the counties you control becomes §YBarbarism.§!;;;;;;;;;;;x

can_reform_barbarism;§YBarbarism§! can now be reformed.;;;;;;;;;;;x
children_inspired_to_be_strong;You inspire your offspring! Your children have a chance to become §YStrong§!, §YBrawny§!, or gain §YMartial§!.;;;;;;;;;;;x
bending_can_improve;Chance to become a stronger §Ybender§!.;;;;;;;;;;;x
bending_can_improve;You inspire your offspring! Chance for your children to become stronger §Ybenders§!.;;;;;;;;;;;x
wives_become_lustful;The women of your tribe are impressed! Chance for your wives and concubines to become §YLustful§!!;;;;;;;;;;;x
husbands_become_lustful;The men of your tribe are impressed! Chance for your husbands and consorts to become §YLustful§!!;;;;;;;;;;;x
does_not_count_as_execution;§RDoes not count towards the total number of executions needed for reformation.§!;;;;;;;;;;;x


# MA Modifiers

failed_kidnapping;Failed Kidnapping;;;;;;;;;;;x
successful_kidnapping;Successful Kidnapping;;;;;;;;;;;x
executed_water_bender;Executed Waterbenders;;;;;;;;;;;x
failed_invaders_repelled;Failed to Repel Invaders;;;;;;;;;;;x
