has_RA_for_law_change_20;Has §Y20%§! Royal Authority;;;;;;;;;;;;;x
has_RA_for_law_change_40;Has §Y40%§! Royal Authority;;;;;;;;;;;;;x
has_RA_for_law_change_50;Has §Y50%§! Royal Authority;;;;;;;;;;;;;x
has_RA_for_law_change_60;Has §Y60%§! Royal Authority;;;;;;;;;;;;;x
has_RA_for_law_change_80;Has §Y80%§! Royal Authority;;;;;;;;;;;;;x
has_RA_for_law_change_100;Has §Y100%§! Royal Authority;;;;;;;;;;;;;x
succ_earth_king;Earth Kingdom Elective;;;;;;;;;;;;;
succ_earth_king_desc;Earth Kingdom Elective is the unique succession law used to determine the next monarch to grace the Badgermole Throne. In the current lord's court each ruler, councilor, consort, relative, commander, and powerful vassal is considered eligible to vote. Their influence is broken down by their status -- vassal rulers have 10 votes, councilors have 8, powerful vassals and commanders have 6, and relatives have 4. Only former ruling dynasty members, current ruling dynasty members, claimants, and those related to the ancient bloodline of the Earth Kingdom are considered valid candidates.;;;;;;;;;;;;;
ze_fire_administration_laws;Imperial Organization ;;;;;;;;;;;;x;
ze_fire_administration_laws_desc;Imperial Laws governing the Fire Nation ;;;;;;;;;;;;x;
ze_fire_administration_laws_0;Feudal ;;;;;;;;;;;;x;
ze_fire_administration_laws_0_desc;Early Feudalism;;;;;;;;;;;;x;
ze_fire_administration_laws_1;Late ;;;;;;;;;;;;x;
ze_fire_administration_laws_1_desc;Late Feudalism;;;;;;;;;;;;x;
ze_fire_administration_laws_2;Imperial;;;;;;;;;;;;;x
ze_fire_administration_laws_2_desc;Fire Imperialism - Upon adopting this Administration, Fire Feudal will promote to Fire Imperialism;;;;;;;;;;;
ek_unity_0;Disunion;;;;;;;;;;;;;x
ek_unity_0_option;Disunion;;;;;;;;;;;;;x
ek_unity_0_desc;The Earth Kingdom is in a tattered state, with all those not directly under the Earth King's rule no longer obligated to pay tax or even speak of allegiance to their King. While the Earth King cannot syphon tax from the territories or use Royal Authority against them, they can be conquered without cost.;;;;;;;;;;;;;x
ek_unity_0_TOOLTIP;All Territories in the Earth Kingdom will become independent.\nThe ruler of the Earth Kingdom may conquer de-jure Earth Kingdom land without penalty.\nRoyal Authority cannot be used to influence subjects.;;;;;;;;;;;;;x
ek_unity_1;Territories;;;;;;;;;;;;;x
ek_unity_1_option;Territories;;;;;;;;;;;;;x
ek_unity_1_desc;The Earth Kingdom stretches further than any could hope to govern. As such, beyond the city of Ba Sing Se, the Earth King's subjects merely pay a token tax and give a pledge of their allegiance.;;;;;;;;;;;;;x
ek_unity_1_TOOLTIP;All subject Earth cultured rulers on de-jure Earth Kingdom land become tributaries of the Earth King and their lands Territories.\nThe Earth King may use Royal Authority to boost a subject's opinion and carry out various special actions.;;;;;;;;;;;;;x
ek_unity_2;States;;;;;;;;;;;;;x
ek_unity_2_option;States;;;;;;;;;;;;;x
ek_unity_2_desc;To progress, the Earth Kingdom must reform, rewriting the ancient laws to bring Ba Sing Se, and the many subjects who rule over the far flung regions of the Earth Kingdom, together.;;;;;;;;;;;;;x
ek_unity_2_TOOLTIP;All subject Earth cultured rulers on de-jure Earth Kingdom land become tributaries of the Earth King and their lands States.\nThe Earth King may use Royal Authority to diplomatically annex States and carry out various special actions.;;;;;;;;;;;;;x
ek_unity_3;Monarchism;;;;;;;;;;;;;x
ek_unity_3_option;Monarchism;;;;;;;;;;;;;x
ek_unity_3_desc;The last barriers between the monarchy and absolute rule must be swept away for the Earth Kingdom to become the world's truly dominant power. Whomever sits on Ba Sing Se's throne should be worshipped above any Spirit.;;;;;;;;;;;;;x
ek_unity_3_TOOLTIP;This final reform will allow the ruler of the Earth Kingdom to restore Earth Monarchism and act as its leader. In addition, they may use Royal Authority to demand conversion of subjects to this new paradigm.;;;;;;;;;;;;;x
an_law_0;Isolationism;;;;;;;;;;;;;x
an_law_0_option;Isolationism;;;;;;;;;;;;;x
an_law_0_desc;The Air Nomads pursue a policy of isolationism, cutting off all unnecessary links between the Air Temples and the outside world. Harmonious within, this policy enables the Air Nomads to endure the storms engulfing the wider world.;;;;;;;;;;;;;x
an_law_1;Pacifism;;;;;;;;;;;;;x
an_law_1_option;Pacifism;;;;;;;;;;;;;x
an_law_1_desc;The Air Nomads stay true to their ancient traditions of pacifism and non-violence. While not strictly forbidden, outsiders who do not adhere to Air Nomad custom are often not permitted within sight of the Air Temples.;;;;;;;;;;;;;x
an_law_2;Pragmatism;;;;;;;;;;;;;x
an_law_2_option;Pragmatism;;;;;;;;;;;;;x
an_law_2_desc;The Air Nomads have taken a much more pragmatic approach, in answer to the aggression of outsiders. While staying true to most of their traditions, they are fully prepared to confront any and all intruders on Air Nomad territory.;;;;;;;;;;;;;x
an_law_3;Aggression;;;;;;;;;;;;;x
an_law_3_option;Aggression;;;;;;;;;;;;;x
an_law_3_desc;The Air Nomads have abandoned their pacifistic ways due to the dire situation they face. Not only will they confront all intruders with full force, they will go to great lengths to strike first against any would be threats to the Air Temples.;;;;;;;;;;;;;x
an_vassal_wars_law;Air Nomad Vassal War Declaration;Guerres des vassaux;Vasallenkriegserkli?1rung;;Declaracii?1n de guerra de vasallos;;;;;;;;;x
an_vassal_wars_law_desc;Vassal War Declaration;Guerres des vassaux;Vasallenkriegserkli?1rung;;Declaracii?1n de guerra de vasallos;;;;;;;;;x
an_vassal_wars_law_0;Uncontrolled Vassal Wars;Guerres vassales libres;Unkontrollierte Vasallenkriege;;Guerras de vasallos descontroladas;;;;;;;;;x
an_vassal_wars_law_0_option;Allowed;Autorisi?1;Erlaubt;;Permitido;;;;;;;;;x
an_vassal_wars_law_1;Only External Vassal Wars;Guerres vassales externes seulement;Nur externe Vasallenkriege;;Solo guerras de vasallos externas;;;;;;;;;x
an_vassal_wars_law_1_option;External;Externe;Extern;;Externo;;;;;;;;;x
an_vassal_wars_law_2;Disallowed Vassal Wars;Guerres vassales interdites;Untersagte Vasallenkriege;;Guerras de vasallos no permitidas;;;;;;;;;x
an_vassal_wars_law_2_option;Illegal;Illi?1gal;Verbot;;Ilegal;;;;;;;;;x
an_vassal_wars_law_0_desc;Vassals may fight against enemies both within and outside the realm so long as Realm Peace is not enforced.;Les vassaux peuvent combattre leurs ennemis i?1 l'inti?1rieur comme i?1 l'exti?1rieur du pays tant que la paix dans le pays n'est pas di?1cri?1ti?1e.;Vasallen ki?1nnen gegen Feinde innerhalb und aui?1erhalb des Reichs ki?1mpfen, solange der Reichsfrieden nicht durchgesetzt wird.;;Vasallos pueden luchar contra enemigos tanto dentro como fuera del Reino, siempre y cuando no se imponga la Paz del Reino.;;;;;;;;;x
